Date,Open,High,Low,Close,Volume
2020-09-28,283.29078451872584,286.63786245101,279.9991526169335,280.3690185546875,2575700
2020-09-29,280.7757801043259,282.46780066838664,278.0111824422734,281.2195739746094,1797800
2020-09-30,281.099332689634,290.80771733505424,281.0715955764619,288.2650451660156,3497300
2020-10-01,289.3191918516261,291.40881567737466,285.8426555504104,289.4671325683594,2731200
2020-10-02,288.5702685544691,293.46145457372614,285.11221417547483,288.4593200683594,2338000
2020-10-05,291.3163726228875,294.4138163771464,289.5133749731045,294.1641540527344,1638600
2020-10-06,294.90380959198444,296.1520081432067,289.85542828279324,290.7430725097656,2434400
2020-10-07,292.0098175256623,300.2573082530397,292.0098175256623,298.8056945800781,2596600
2020-10-08,299.0460872335775,300.82134777218647,296.7900404863163,298.1029968261719,2056700
2020-10-09,300.1833182071768,303.428702198121,299.49911713069685,303.1235656738281,2028900
2020-10-12,304.30712527828894,308.412389009506,304.20543189395113,305.0930480957031,2424200
2020-10-13,303.7338772359521,308.54185248501113,303.00342865635196,306.4337463378906,2713500
2020-10-14,297.78858950671724,305.64775972823685,296.0595765726717,297.5851745605469,4455400
2020-10-15,294.81139745249936,302.31921323415673,292.48136619832337,300.10015869140625,3172200
2020-10-16,300.9230866668765,307.2936530333234,300.24814049336777,305.0283508300781,3293300
2020-10-19,303.77080368735557,305.84191714705736,297.77933204304094,299.7764892578125,2482100
2020-10-20,301.99557277387675,303.8447894617009,298.90738429122723,299.027587890625,1988600
2020-10-21,299.02759838177343,301.8753797655396,297.8903199208104,298.454345703125,2139000
2020-10-22,298.0198111983342,303.32705482906545,297.9550818328834,301.1727294921875,2100600
2020-10-23,304.344068395657,310.3447671737666,303.3917229847743,305.6755065917969,2349500
2020-10-26,301.7181501742334,303.04033310882363,294.52469961232845,298.70391845703125,2408500
2020-10-27,298.7040233758583,299.110853378138,295.3476899654569,296.3462829589844,2427700
2020-10-28,289.70756985127395,293.84982610307634,284.2616404409387,284.7794189453125,3301400
2020-10-29,283.47561683593966,286.14774800432855,278.7323723860328,280.7850036621094,3279200
2020-10-30,280.36897407762115,284.01193289547444,277.0126415642909,282.1349792480469,3556800
2020-11-02,289.06957840995653,289.06957840995653,284.18761905949975,288.5702819824219,4519000
2020-11-03,293.5353189829885,301.82905432639956,291.27001797206503,297.122802734375,4043900
2020-11-04,319.2026377924712,333.2659267266831,315.42099199671236,327.8292236328125,10344900
2020-11-05,331.0745078100532,333.7651214064217,323.3170304636318,327.6811828613281,4786500
2020-11-06,323.94576282600246,325.46213404002907,318.59230088047923,321.264404296875,2994900
2020-11-09,338.69324268284123,340.20961374295075,322.66979427321417,323.6128845214844,4635300
2020-11-10,323.14135300423203,329.06809572652577,321.9208914655596,327.02471923828125,3733200
2020-11-11,329.3084985735762,329.9094883307987,323.0673924905909,325.18475341796875,2048200
2020-11-12,324.90734968617585,333.33977283399514,323.3817516405964,327.6904296875,2907300
2020-11-13,329.95572674205965,330.9543195751064,326.1925921509526,328.85546875,2442100
2020-11-16,331.8882132307765,332.4706928500786,324.5468199066096,329.9187927246094,2790100
2020-11-17,325.82274026145666,326.71958324601405,321.3013920210359,325.5545959472656,2557600
2020-11-18,326.78435678354185,327.3576095062243,317.22390882370655,318.536865234375,2722500
2020-11-19,316.4841727106597,317.20536603275076,309.1242705636937,311.5929870605469,3935600
2020-11-20,309.7437713415607,312.2032327328566,306.70180222379935,309.4664001464844,3702000
2020-11-23,310.2522738474309,310.9087659931977,306.5908332333653,309.7992248535156,2535700
2020-11-24,310.8348409643193,314.3668517769057,309.21677628605585,310.67767333984375,3759700
2020-11-25,313.27580087295166,313.27580087295166,304.3255990182901,308.07025146484375,3145100
2020-11-27,308.38460174186207,313.34974374297315,306.8220114748897,312.4621276855469,1558600
2020-11-30,309.8455095877824,312.46216717984083,305.3889185128012,310.9827880859375,5265700
2020-12-01,318.7771564477656,327.4037666872998,314.3020561809927,315.4670715332031,3817700
2020-12-02,316.00341237571524,325.3049709068823,315.7537782581308,321.3569030761719,2864300
2020-12-03,321.6712626181286,326.1741010940497,320.36756136419336,322.3924560546875,4169200
2020-12-04,321.06552055455484,326.14132630414764,320.83353679692874,324.6752014160156,3255100
2020-12-07,323.58942047933067,324.675116641605,320.34164872057556,322.7913818359375,2999400
2020-12-08,319.9055182373812,324.6843767330279,319.2837894692148,322.7913818359375,2471200
2020-12-09,323.747246770006,324.22976276203445,316.9918529716388,319.590087890625,2600400
2020-12-10,320.28602626809874,320.564395421881,314.8112158032081,315.173095703125,2896900
2020-12-11,313.7627227818155,314.4586741575827,310.2365521535947,312.77911376953125,3071700
2020-12-14,315.5257401902805,318.49514354841426,311.6562387400767,311.90679931640625,2479000
2020-12-15,314.699846041263,316.4350797207416,312.7511771466557,315.191650390625,2616500
2020-12-16,312.5563415580543,317.03828358057837,310.17157006918836,314.8854675292969,2365600
2020-12-17,315.3216030080266,317.910549693267,313.0017654129478,317.0475769042969,2525700
2020-12-18,317.8362339337593,317.9197446718781,309.93023922361004,313.9945983886719,8742700
2020-12-21,308.1393518361883,312.6676787202213,305.6617531706374,311.8603515625,2892700
2020-12-22,311.0065551278643,312.6954028484396,309.43834343280383,310.86737060546875,2069700
2020-12-23,312.2407407671265,317.0288872575939,311.81389873066627,313.261474609375,2348100
2020-12-24,312.19440423906553,316.8062415916558,312.19440423906553,316.2309265136719,1360600
2020-12-28,318.47651273451953,322.72647021639216,318.3373281703369,321.0190734863281,2308200
2020-12-29,322.9120092750411,325.97421098545647,320.1374933941547,322.3181457519531,2275700
2020-12-30,322.06755389681007,323.85848933791175,319.64565799268183,320.128173828125,1866000
2020-12-31,320.1746950543304,325.78869038450966,319.2560201630018,325.4082336425781,1969000
2021-01-04,326.12268603195,326.7072611492799,315.85044133832656,324.3132019042969,4203800
2021-01-05,323.56164594688465,326.0392164508035,319.6550476644854,319.95196533203125,3160500
2021-01-06,312.8161389183094,333.58332773092593,310.9602690093117,333.3791809082031,6561400
2021-01-07,332.7017419174757,340.0417093806261,332.1264268883225,338.7240295410156,3366700
2021-01-08,340.55207101973167,341.00675000909365,332.9058973426233,337.2022399902344,2947800
2021-01-11,336.4877974590079,338.03746142567275,333.30498708915724,334.7525634765625,2695100
2021-01-12,332.14504911994476,334.1308152522913,329.63035325241907,331.6161193847656,2372500
2021-01-13,330.3819754997362,331.0964752338803,325.91861054799483,329.45404052734375,1974500
2021-01-14,331.1335676909279,332.9523121271421,325.1669532071374,325.2690124511719,2919900
2021-01-15,323.96065954131996,327.60743725971247,320.82423474066866,325.9835510253906,3777000
2021-01-19,330.53970609086133,331.2356573149005,326.224814165484,326.8094177246094,3361300
2021-01-20,326.5217313505896,326.70730133630224,320.9077083141843,325.5566711425781,3036800
2021-01-21,325.5288811642624,334.88248199721875,325.4639189166502,329.41693115234375,3749800
2021-01-22,327.8486675904362,329.06426000814145,322.4944935698438,322.5037536621094,2585100
2021-01-25,322.132615680582,325.1391442072604,319.76639286005815,322.74505615234375,2506300
2021-01-26,325.2504689006194,326.17840379502684,317.8826635735582,318.38372802734375,2467500
2021-01-27,312.75119543403457,313.64200503399377,305.29987910989496,308.9930419921875,4770900
2021-01-28,312.3799353418043,321.6035797445871,310.4034299989514,313.7810974121094,2769900
2021-01-29,312.27785440397383,314.5884026781187,306.8030454963763,309.5404357910156,3899200
2021-02-01,310.8860391813531,313.78119163869036,308.7610602576263,309.9302673339844,3020200
2021-02-02,312.8068695779898,319.8035068572073,312.8068695779898,314.31011962890625,2663700
2021-02-03,313.6419151768699,315.64625744128716,310.48694299555916,313.53985595703125,2537100
2021-02-04,308.37129828522563,311.1272657628123,304.72452133237203,305.5874938964844,5962200
2021-02-05,308.17639644039883,309.44769083615785,300.16834332981375,301.1241149902344,7227900
2021-02-08,303.4440295425344,303.4532896359527,300.47462625306684,300.9664306640625,4758200
2021-02-09,300.558105977546,307.1835747019207,298.52592629777234,305.87518310546875,4096900
2021-02-10,308.6868418420371,311.56344583184904,306.0050962613164,309.3735046386719,4122700
2021-02-11,310.85822955719965,312.38931666597966,307.6104570095871,309.06732177734375,2776700
2021-02-12,307.7774561462756,308.4455704402446,304.2513146781948,304.5853576660156,2760800
2021-02-16,303.76869785504914,306.06998616667363,299.2404001863488,301.2261657714844,4339000
2021-02-17,300.1498363477437,304.91943566855423,299.01775455583237,303.3048095703125,2620000
2021-02-18,302.4139470888693,305.8287403726477,301.7644097167861,304.7430725097656,2383500
2021-02-19,305.05855686299066,305.15135600402783,300.75292592009947,301.1890563964844,2313800
2021-02-22,298.3311211567544,305.3370195175512,297.2640015036856,304.0286560058594,2688300
2021-02-23,306.2092150715003,309.87456909202325,303.1006559483886,305.7638244628906,3225700
2021-02-24,304.8173676793502,309.5591303885268,302.54394385627154,308.269287109375,3360500
2021-02-25,307.1464275864731,309.55906379915547,303.76873122505316,305.169921875,2780100
2021-02-26,306.7288701908507,313.5584857875761,306.0793327511618,308.2785339355469,5430000
