Date,Open,High,Low,Close,Volume
2020-09-28,196.27340126147917,198.03985806114866,195.39909628572548,196.50535583496094,2111700
2020-09-29,196.6481440732082,197.12991378115078,194.91736699867238,195.09579467773438,1731700
2020-09-30,195.26529220508027,198.23615982097343,194.85490993299413,195.8184356689453,3034100
2020-10-01,197.691942405326,198.94987989062645,194.30176235720387,195.9076385498047,2443000
2020-10-02,194.05194959686466,199.2621268973306,193.68617767380061,198.65545654296875,3833100
2020-10-05,200.60927197533857,202.0724005117806,199.8509374332323,201.68878173828125,2913800
2020-10-06,202.36681862997315,203.99945825281014,199.48517178302157,199.9223175048828,2453600
2020-10-07,201.25164933556755,203.7764411234007,200.85018365911304,202.05458068847656,1972500
2020-10-08,201.70660928306776,202.58984451873604,200.1007332241968,201.44789123535156,3195800
2020-10-09,202.46494524116568,202.7147466728572,199.05691860241348,200.58250427246094,3237700
2020-10-12,200.5646566512041,202.08131208439238,199.05691783584294,201.72445678710938,2412400
2020-10-13,201.3587057871882,203.92810793032112,200.6717449283057,202.8307647705078,2098900
2020-10-14,203.7764324275479,204.7310279457967,202.83075352816098,203.07162475585938,1862600
2020-10-15,201.76013394501163,205.19492398745567,201.26053109079945,204.87374877929688,2177300
2020-10-16,204.9897883132999,206.89899323003237,204.4366447638365,204.63291931152344,2162800
2020-10-19,204.7934694526649,206.10493382245437,200.88583981099362,201.62632751464844,2009500
2020-10-20,202.28654736106054,205.19495795128498,202.00996880876826,202.9199676513672,1883200
2020-10-21,202.72369775692343,204.73997001529028,202.70586451816857,203.58016967773438,1518200
2020-10-22,203.19650915139982,204.6596377034906,202.4114247467475,204.4365997314453,1961300
2020-10-23,205.56073826494543,205.56073826494543,203.23222108336242,204.04408264160156,2278100
2020-10-26,202.32218183420812,202.7414942645338,197.1387821127446,200.0828857421875,2537800
2020-10-27,200.26136953970504,200.93940018947535,198.7001034694567,198.9231414794922,1801900
2020-10-28,194.83704623056644,196.79977762078454,191.3308959178371,191.5360870361328,3272900
2020-10-29,191.53609655061123,194.17685859207407,190.09081480647492,191.76805114746094,2477600
2020-10-30,190.5636627062119,192.00894451462074,187.27161981980643,190.0283660888672,3450900
2020-11-02,192.5977850207351,192.99033409291323,188.05672083193946,189.63583374023438,2983200
2020-11-03,192.33899319650578,194.57830280935565,190.87586486585036,193.4185028076172,2615000
2020-11-04,191.81266990112005,195.80059022020995,190.29601430360333,191.69668579101562,3360800
2020-11-05,192.76727652381663,194.66755090216142,191.5271722565666,192.98138427734375,3622000
2020-11-06,192.70477343065437,194.3909396536464,191.14350790517454,193.20437622070312,3916100
2020-11-09,202.3311672366095,203.27685989050113,184.82714752340877,190.22467041015625,7981200
2020-11-10,192.48179614081118,192.69591752392998,188.54740250989406,190.31387329101562,4255600
2020-11-11,191.64317453206405,195.6043317057152,191.18818189952935,194.50698852539062,4126900
2020-11-12,194.09655822870803,194.32852642681428,188.13699028463813,190.09080505371094,4253200
2020-11-13,190.70641214411987,191.26847227661398,189.43955790099758,190.27818298339844,3072100
2020-11-16,192.2587208948256,193.37391069119928,190.59040131566067,193.35606384277344,3702100
2020-11-17,192.34797314983544,193.94491921102502,190.93837138187223,192.7137451171875,2443100
2020-11-18,192.79406114451567,194.34639698052794,192.1784740592723,192.276611328125,3095200
2020-11-19,191.669897053106,192.24087368324447,190.32275268236785,191.91078186035156,2840500
2020-11-20,191.26845702486375,192.00894478084865,190.59042644002437,191.0008087158203,3932600
2020-11-23,191.93758159135533,194.13228151093188,191.50042220866865,193.59698486328125,3010300
