Date,Open,High,Low,Close,Volume
2020-09-28,59.3339150882957,60.23633426829501,58.93910938645814,59.56757736206055,12863800
2020-09-29,59.62396062765616,59.736762223552034,57.295403738164964,57.93193054199219,10553000
2020-09-30,58.213948369026184,58.729614686330024,57.698282051722344,58.012516021728516,10466500
2020-10-01,57.61770818941623,57.91582411805241,56.42522603318997,56.73945999145508,14930700
2020-10-02,55.53086934087661,57.746625213549,55.45029762949767,57.35987854003906,9854800
2020-10-05,57.62575441768548,58.60069223941174,56.97311567913244,58.576515197753906,12049800
2020-10-06,59.495059892112536,59.88181273454903,58.213953011795695,58.254241943359375,15294500
2020-10-07,58.149476509860285,59.5595026491715,57.657981192379424,59.44670104980469,15410300
2020-10-08,59.93821103242102,60.87286010982871,59.61591803513466,60.60696792602539,11590900
2020-10-09,61.12263097813765,61.3079452922401,59.607861963689494,59.62397384643555,12260900
2020-10-12,59.325843534182,60.38940591746967,58.97937970454598,60.034889221191406,9056900
2020-10-13,60.22020778776674,60.22020778776674,58.64097905476738,59.140533447265625,10440300
2020-10-14,59.04385776042022,59.97044793030766,58.74574177467813,58.7779655456543,7057500
2020-10-15,57.86749078456483,59.39837802010711,57.52102686361172,59.22917556762695,10052100
2020-10-16,59.23721770862887,59.648141388650544,58.23005604490797,58.729610443115234,9305600
2020-10-19,58.9068784354851,59.092192759787075,57.35987942317212,57.43239212036133,8357100
2020-10-20,57.9400049176225,58.246179880916536,57.2390181167851,57.75468444824219,7753200
2020-10-21,57.31152453514638,57.674106418852496,56.98923772371014,57.1020393371582,9800600
2020-10-22,57.11009211396153,59.213046135555906,56.86031799132584,59.140533447265625,9810100
2020-10-23,59.567567394706415,59.91403123959442,57.87553709415695,58.47177505493164,8727200
2020-10-26,57.79497810498477,57.92389162477962,56.59443675793909,57.158451080322266,9710900
2020-10-27,56.73945898127669,56.88449050921903,55.99013044477914,56.006248474121094,14251700
2020-10-28,54.539821464847975,54.85405541839581,53.44402906116377,53.887176513671875,15961900
2020-10-29,53.282879197380495,55.70812623911292,52.501326898960315,55.434181213378906,12292200
2020-10-30,56.32048865115369,56.48969109458162,54.85406132755054,55.99819564819336,17191600
2020-11-02,56.96505828811324,58.882697930653265,55.91761390047885,58.13336944580078,11475500
2020-11-03,58.947160799060505,59.05996241360787,57.24707141909063,57.80302047729492,8608000
2020-11-04,57.029523858325305,59.29362142223388,56.312425210384994,57.82719421386719,10925700
2020-11-05,57.93195089511231,58.79408119362184,57.81914925958606,58.12532424926758,10627700
2020-11-06,58.415385512814865,59.035794488653444,57.069818797716444,57.32765197753906,8366900
2020-11-09,64.45835479701054,67.89881677952077,63.05638730139933,63.974918365478516,24015200
2020-11-10,65.37686534522217,66.99638272250124,64.22467236890536,66.93192291259766,15039700
2020-11-11,67.76183287665025,68.07606681176125,65.90865917564001,66.44043731689453,11640600
2020-11-12,65.24795682021713,66.26317124066334,64.38582677586761,64.99817657470703,8920700
2020-11-13,65.38493508168412,67.15753711416647,65.28824535097121,66.89970397949219,10890300
2020-11-16,69.4860961924852,71.8549424066561,68.92208811636213,71.67768096923828,18980200
2020-11-17,70.63935133953295,71.56322022364391,69.35574302834063,71.16260528564453,14329000
2020-11-18,71.43241584728707,71.86573497297258,68.88154796778201,68.90607452392578,10583700
2020-11-19,68.30924723309943,70.27962435837044,67.90862598647439,70.09158325195312,8820200
2020-11-20,70.08338667054336,70.56575882282708,69.39661203211956,70.14061737060547,8294600
